ROWID,Country,State lgd code,State,YearCode,Year,Number of factories,Fixed capital,Working capital,Physical working capital,Productive capital,Invested capital,Number of workers,Persons engaged in factories ,Total emoluments,Total inputs,Value of gross output,Net value added,Gross value added,Net fixed capital formation,Gross fixed capital formation,Gross capital formation
925,India,38,The Dadra And Nagar Haveli And Daman And Diu,1991,"Financial Year (Apr - Mar), 1991",198.00000000000000000000,21516.00000000000000000000,13986.00000000000000000000,15682.00000000000000000000,35502.00000000000000000000,37198.00000000000000000000,6116.00000000000000000000,8531.00000000000000000000,1653.00000000000000000000,119386.00000000000000000000,133891.00000000000000000000,11951.00000000000000000000,14505.00000000000000000000,2730.00000000000000000000,5284.00000000000000000000,5429.00000000000000000000
926,India,38,The Dadra And Nagar Haveli And Daman And Diu,1992,"Financial Year (Apr - Mar), 1992",224.00000000000000000000,25315.00000000000000000000,17019.00000000000000000000,19155.00000000000000000000,42334.00000000000000000000,44470.00000000000000000000,6583.00000000000000000000,9019.00000000000000000000,1789.00000000000000000000,125519.00000000000000000000,138173.00000000000000000000,9629.00000000000000000000,12655.00000000000000000000,4396.00000000000000000000,7422.00000000000000000000,9433.00000000000000000000
927,India,38,The Dadra And Nagar Haveli And Daman And Diu,1993,"Financial Year (Apr - Mar), 1993",285.00000000000000000000,44818.00000000000000000000,27536.00000000000000000000,23717.00000000000000000000,72354.00000000000000000000,68535.00000000000000000000,8841.00000000000000000000,12318.00000000000000000000,2791.00000000000000000000,187217.00000000000000000000,211385.00000000000000000000,20420.00000000000000000000,24169.00000000000000000000,10157.00000000000000000000,13906.00000000000000000000,16836.00000000000000000000
928,India,38,The Dadra And Nagar Haveli And Daman And Diu,1994,"Financial Year (Apr - Mar), 1994",419.00000000000000000000,89202.00000000000000000000,58922.00000000000000000000,48872.00000000000000000000,148124.00000000000000000000,138074.00000000000000000000,13991.00000000000000000000,18316.00000000000000000000,4670.00000000000000000000,280605.00000000000000000000,336000.00000000000000000000,48359.00000000000000000000,55395.00000000000000000000,27538.00000000000000000000,34575.00000000000000000000,49208.00000000000000000000
929,India,38,The Dadra And Nagar Haveli And Daman And Diu,1995,"Financial Year (Apr - Mar), 1995",418.00000000000000000000,97014.00000000000000000000,62944.00000000000000000000,50636.00000000000000000000,159958.00000000000000000000,147650.00000000000000000000,12560.00000000000000000000,17684.00000000000000000000,5353.00000000000000000000,366893.00000000000000000000,460583.00000000000000000000,86154.00000000000000000000,93690.00000000000000000000,22540.00000000000000000000,30076.00000000000000000000,45822.00000000000000000000
930,India,38,The Dadra And Nagar Haveli And Daman And Diu,1996,"Financial Year (Apr - Mar), 1996",729.00000000000000000000,224403.00000000000000000000,150675.00000000000000000000,124484.00000000000000000000,386831.00000000000000000000,343929.00000000000000000000,23462.00000000000000000000,32294.00000000000000000000,11149.00000000000000000000,618060.00000000000000000000,711975.00000000000000000000,159130.00000000000000000000,141215.00000000000000000000,57077.00000000000000000000,72553.00000000000000000000,110789.00000000000000000000
931,India,38,The Dadra And Nagar Haveli And Daman And Diu,1997,"Financial Year (Apr - Mar), 1997",891.00000000000000000000,299042.00000000000000000000,196130.00000000000000000000,116561.00000000000000000000,495172.00000000000000000000,415603.00000000000000000000,27824.00000000000000000000,38287.00000000000000000000,15299.00000000000000000000,747027.00000000000000000000,986597.00000000000000000000,216195.00000000000000000000,239569.00000000000000000000,71924.00000000000000000000,95299.00000000000000000000,113696.00000000000000000000
932,India,38,The Dadra And Nagar Haveli And Daman And Diu,1998,"Financial Year (Apr - Mar), 1998",1713.00000000000000000000,435553.00000000000000000000,369589.00000000000000000000,178649.00000000000000000000,805142.00000000000000000000,614202.00000000000000000000,44530.00000000000000000000,60296.00000000000000000000,25069.00000000000000000000,1133363.00000000000000000000,1445931.00000000000000000000,272359.00000000000000000000,312567.00000000000000000000,52652.00000000000000000000,92859.00000000000000000000,116576.00000000000000000000
933,India,38,The Dadra And Nagar Haveli And Daman And Diu,1999,"Financial Year (Apr - Mar), 1999",1964.00000000000000000000,448970.00000000000000000000,423292.00000000000000000000,297109.00000000000000000000,872262.00000000000000000000,746079.00000000000000000000,56294.00000000000000000000,74732.00000000000000000000,33355.00000000000000000000,1809273.00000000000000000000,2219650.00000000000000000000,367481.00000000000000000000,410377.00000000000000000000,45037.00000000000000000000,87934.00000000000000000000,182558.00000000000000000000
934,India,38,The Dadra And Nagar Haveli And Daman And Diu,2000,"Financial Year (Apr - Mar), 2000",2176.00000000000000000000,711728.00000000000000000000,441585.00000000000000000000,315608.00000000000000000000,1153313.00000000000000000000,1027336.00000000000000000000,60532.00000000000000000000,80485.00000000000000000000,37744.00000000000000000000,1713849.00000000000000000000,2096945.00000000000000000000,323076.00000000000000000000,383094.00000000000000000000,52878.00000000000000000000,112895.00000000000000000000,146537.00000000000000000000
935,India,38,The Dadra And Nagar Haveli And Daman And Diu,2001,"Financial Year (Apr - Mar), 2001",2386.00000000000000000000,650753.00000000000000000000,495025.00000000000000000000,338193.00000000000000000000,1145778.00000000000000000000,988946.00000000000000000000,74939.00000000000000000000,100961.00000000000000000000,57329.00000000000000000000,2309965.00000000000000000000,2781285.00000000000000000000,391881.00000000000000000000,471319.00000000000000000000,6173.00000000000000000000,85611.00000000000000000000,89855.00000000000000000000
936,India,38,The Dadra And Nagar Haveli And Daman And Diu,2002,"Financial Year (Apr - Mar), 2002",2317.00000000000000000000,703283.00000000000000000000,439689.00000000000000000000,374590.00000000000000000000,1142972.00000000000000000000,1077873.00000000000000000000,82992.00000000000000000000,107534.00000000000000000000,64860.00000000000000000000,2337344.00000000000000000000,2880789.00000000000000000000,468079.00000000000000000000,543444.00000000000000000000,35391.00000000000000000000,110757.00000000000000000000,111624.00000000000000000000
937,India,38,The Dadra And Nagar Haveli And Daman And Diu,2003,"Financial Year (Apr - Mar), 2003",2346.00000000000000000000,718604.00000000000000000000,659807.00000000000000000000,440083.00000000000000000000,1378411.00000000000000000000,1158687.00000000000000000000,82828.00000000000000000000,111738.00000000000000000000,70555.00000000000000000000,3005618.00000000000000000000,3599721.00000000000000000000,513635.00000000000000000000,594104.00000000000000000000,34338.00000000000000000000,114808.00000000000000000000,192924.00000000000000000000
938,India,38,The Dadra And Nagar Haveli And Daman And Diu,2004,"Financial Year (Apr - Mar), 2004",2740.00000000000000000000,876447.00000000000000000000,838096.00000000000000000000,615202.00000000000000000000,1656548.00000000000000000000,1491649.00000000000000000000,93799.00000000000000000000,127118.00000000000000000000,91724.00000000000000000000,4402250.00000000000000000000,5259215.00000000000000000000,764325.00000000000000000000,856965.00000000000000000000,49096.00000000000000000000,141736.00000000000000000000,255411.00000000000000000000
939,India,38,The Dadra And Nagar Haveli And Daman And Diu,2005,"Financial Year (Apr - Mar), 2005",2658.00000000000000000000,1039432.00000000000000000000,1119364.00000000000000000000,748362.00000000000000000000,1895913.00000000000000000000,1787794.00000000000000000000,107328.00000000000000000000,144254.00000000000000000000,110090.00000000000000000000,5104823.00000000000000000000,5975571.00000000000000000000,772032.00000000000000000000,870748.00000000000000000000,132336.00000000000000000000,231053.00000000000000000000,314765.00000000000000000000
940,India,38,The Dadra And Nagar Haveli And Daman And Diu,2006,"Financial Year (Apr - Mar), 2006",2577.00000000000000000000,1170703.00000000000000000000,1214873.00000000000000000000,884059.00000000000000000000,1945977.00000000000000000000,2054763.00000000000000000000,123930.00000000000000000000,164576.00000000000000000000,133583.00000000000000000000,5022286.00000000000000000000,6089797.00000000000000000000,963479.00000000000000000000,1067511.00000000000000000000,195974.00000000000000000000,300007.00000000000000000000,453352.00000000000000000000
941,India,38,The Dadra And Nagar Haveli And Daman And Diu,2007,"Financial Year (Apr - Mar), 2007",2501.00000000000000000000,1330673.00000000000000000000,1653694.00000000000000000000,1148460.00000000000000000000,2297735.00000000000000000000,2479132.00000000000000000000,131381.00000000000000000000,172228.00000000000000000000,159587.00000000000000000000,5738669.00000000000000000000,7065455.00000000000000000000,1202578.00000000000000000000,1326786.00000000000000000000,205549.00000000000000000000,329756.00000000000000000000,604017.00000000000000000000
942,India,38,The Dadra And Nagar Haveli And Daman And Diu,2008,"Financial Year (Apr - Mar), 2008",2594.00000000000000000000,1784043.00000000000000000000,1133607.00000000000000000000,1057691.00000000000000000000,2408369.00000000000000000000,2841733.00000000000000000000,140365.00000000000000000000,181070.00000000000000000000,184059.00000000000000000000,8152389.00000000000000000000,9527818.00000000000000000000,1218222.00000000000000000000,1375429.00000000000000000000,307956.00000000000000000000,465163.00000000000000000000,368219.00000000000000000000
943,India,38,The Dadra And Nagar Haveli And Daman And Diu,2009,"Financial Year (Apr - Mar), 2009",2550.00000000000000000000,2346064.00000000000000000000,1449493.00000000000000000000,1337485.00000000000000000000,3453016.00000000000000000000,3683550.00000000000000000000,176372.00000000000000000000,222924.00000000000000000000,245398.00000000000000000000,8227672.00000000000000000000,9659851.00000000000000000000,1231276.00000000000000000000,1432143.00000000000000000000,348277.00000000000000000000,549180.00000000000000000000,827983.00000000000000000000
944,India,38,The Dadra And Nagar Haveli And Daman And Diu,2010,"Financial Year (Apr - Mar), 2010",3397.00000000000000000000,2517015.00000000000000000000,2242312.00000000000000000000,1664918.00000000000000000000,4401344.00000000000000000000,4181934.00000000000000000000,171588.00000000000000000000,222128.00000000000000000000,279527.00000000000000000000,9758619.00000000000000000000,11329644.00000000000000000000,1347791.00000000000000000000,1571024.00000000000000000000,324164.00000000000000000000,547397.00000000000000000000,947903.00000000000000000000
945,India,38,The Dadra And Nagar Haveli And Daman And Diu,2011,"Financial Year (Apr - Mar), 2011",3430.00000000000000000000,2836164.00000000000000000000,2051109.00000000000000000000,1868515.00000000000000000000,4887273.00000000000000000000,4704679.00000000000000000000,170052.00000000000000000000,217108.00000000000000000000,334138.00000000000000000000,11428045.00000000000000000000,13118905.00000000000000000000,1428632.00000000000000000000,1690861.00000000000000000000,278967.00000000000000000000,541195.00000000000000000000,789104.00000000000000000000
946,India,38,The Dadra And Nagar Haveli And Daman And Diu,2012,"Financial Year (Apr - Mar), 2012",3298.00000000000000000000,2892101.00000000000000000000,1873567.00000000000000000000,1818304.00000000000000000000,4765668.00000000000000000000,4710404.00000000000000000000,173846.00000000000000000000,225864.00000000000000000000,378811.00000000000000000000,9578575.00000000000000000000,12056528.00000000000000000000,2216008.00000000000000000000,2477953.00000000000000000000,276103.00000000000000000000,538047.00000000000000000000,812521.00000000000000000000
947,India,38,The Dadra And Nagar Haveli And Daman And Diu,2013,"Financial Year (Apr - Mar), 2013",3286.00000000000000000000,4438113.00000000000000000000,2144070.00000000000000000000,2086651.00000000000000000000,6582183.00000000000000000000,6524764.00000000000000000000,172612.00000000000000000000,257984.00000000000000000000,387835.00000000000000000000,11774821.00000000000000000000,13706627.00000000000000000000,1638858.00000000000000000000,1931806.00000000000000000000,485435.00000000000000000000,778383.00000000000000000000,1086417.00000000000000000000
948,India,38,The Dadra And Nagar Haveli And Daman And Diu,2014,"Financial Year (Apr - Mar), 2014",3285.00000000000000000000,3335728.00000000000000000000,2684040.00000000000000000000,2336682.00000000000000000000,6019768.00000000000000000000,5672410.00000000000000000000,175334.00000000000000000000,219527.00000000000000000000,449738.00000000000000000000,14154700.00000000000000000000,16362697.00000000000000000000,1812061.00000000000000000000,2207997.00000000000000000000,-107069.00000000000000000000,288868.00000000000000000000,506623.00000000000000000000
949,India,38,The Dadra And Nagar Haveli And Daman And Diu,2015,"Financial Year (Apr - Mar), 2015",3224.00000000000000000000,3408635.00000000000000000000,2316337.00000000000000000000,2589338.00000000000000000000,5724972.00000000000000000000,5997973.00000000000000000000,171946.00000000000000000000,213103.00000000000000000000,568465.00000000000000000000,11176180.00000000000000000000,13765970.00000000000000000000,2247079.00000000000000000000,2589790.00000000000000000000,90641.00000000000000000000,433351.00000000000000000000,698960.00000000000000000000
950,India,38,The Dadra And Nagar Haveli And Daman And Diu,2016,"Financial Year (Apr - Mar), 2016",3168.00000000000000000000,4200659.00000000000000000000,1727027.00000000000000000000,1773213.00000000000000000000,5927686.00000000000000000000,5973872.00000000000000000000,185653.00000000000000000000,237152.00000000000000000000,572223.00000000000000000000,11375231.00000000000000000000,13310054.00000000000000000000,1565387.00000000000000000000,1934823.00000000000000000000,34324.00000000000000000000,403759.00000000000000000000,-89371.00000000000000000000
951,India,38,The Dadra And Nagar Haveli And Daman And Diu,2017,"Financial Year (Apr - Mar), 2017",3100.00000000000000000000,4166130.00000000000000000000,167872.00000000000000000000,1640147.00000000000000000000,4334002.00000000000000000000,5806277.00000000000000000000,183782.00000000000000000000,234631.00000000000000000000,585450.00000000000000000000,12609313.00000000000000000000,15195460.00000000000000000000,2239336.00000000000000000000,2586147.00000000000000000000,160620.00000000000000000000,507431.00000000000000000000,316097.00000000000000000000
